date,observed_outflow
2024-04-09 22:00:00,0.0
2024-04-09 22:01:00,0.0
2024-04-09 22:02:00,0.0
2024-04-09 22:03:00,0.0
2024-04-09 22:04:00,0.0
2024-04-09 22:05:00,0.0
2024-04-09 22:06:00,0.0
2024-04-09 22:07:00,0.0
2024-04-09 22:08:00,0.0
2024-04-09 22:09:00,0.0
2024-04-09 22:10:00,0.0
2024-04-09 22:11:00,0.0
2024-04-09 22:12:00,0.0
2024-04-09 22:13:00,0.0
2024-04-09 22:14:00,0.0
2024-04-09 22:15:00,0.0
2024-04-09 22:16:00,0.0
2024-04-09 22:17:00,0.0
2024-04-09 22:18:00,0.0
2024-04-09 22:19:00,0.0
2024-04-09 22:20:00,0.0
2024-04-09 22:21:00,0.0
2024-04-09 22:22:00,0.0
2024-04-09 22:23:00,0.0
2024-04-09 22:24:00,0.0
2024-04-09 22:25:00,0.0
2024-04-09 22:26:00,0.0
2024-04-09 22:27:00,0.0
2024-04-09 22:28:00,0.0
2024-04-09 22:29:00,0.0
2024-04-09 22:30:00,0.0
2024-04-09 22:31:00,0.0
2024-04-09 22:32:00,0.0
2024-04-09 22:33:00,0.0
2024-04-09 22:34:00,0.0
2024-04-09 22:35:00,0.0
2024-04-09 22:36:00,0.0
2024-04-09 22:37:00,0.0
2024-04-09 22:38:00,0.0
2024-04-09 22:39:00,0.0
2024-04-09 22:40:00,0.0
2024-04-09 22:41:00,0.0
2024-04-09 22:42:00,0.0
2024-04-09 22:43:00,0.0
2024-04-09 22:44:00,0.0
2024-04-09 22:45:00,0.0
2024-04-09 22:46:00,0.0
2024-04-09 22:47:00,0.0
2024-04-09 22:48:00,0.0
2024-04-09 22:49:00,0.002962
2024-04-09 22:50:00,0.008948
2024-04-09 22:51:00,0.01273
2024-04-09 22:52:00,0.015687
2024-04-09 22:53:00,0.016687
2024-04-09 22:54:00,0.015529
2024-04-09 22:55:00,0.016294
2024-04-09 22:56:00,0.016084
2024-04-09 22:57:00,0.016048
2024-04-09 22:58:00,0.016281
2024-04-09 22:59:00,0.014422
2024-04-09 23:00:00,0.01441
2024-04-09 23:01:00,0.014471
2024-04-09 23:02:00,0.013799
2024-04-09 23:03:00,0.012724
2024-04-09 23:04:00,0.012077
2024-04-09 23:05:00,0.010282
2024-04-09 23:06:00,0.010395
2024-04-09 23:07:00,0.010953
2024-04-09 23:08:00,0.010954
2024-04-09 23:09:00,0.009926
2024-04-09 23:10:00,0.009428
2024-04-09 23:11:00,0.008541
2024-04-09 23:12:00,0.008232
2024-04-09 23:13:00,0.008018
2024-04-09 23:14:00,0.007264
2024-04-09 23:15:00,0.007328
2024-04-09 23:16:00,0.007451
2024-04-09 23:17:00,0.007118
2024-04-09 23:18:00,0.006812
2024-04-09 23:19:00,0.006678
2024-04-09 23:20:00,0.006453
2024-04-09 23:21:00,0.006161
2024-04-09 23:22:00,0.005827
2024-04-09 23:23:00,0.005826
2024-04-09 23:24:00,0.005751
2024-04-09 23:25:00,0.005452
2024-04-09 23:26:00,0.005255
2024-04-09 23:27:00,0.004691
2024-04-09 23:28:00,0.004651
2024-04-09 23:29:00,0.004854
2024-04-09 23:30:00,0.004676
2024-04-09 23:31:00,0.004603
2024-04-09 23:32:00,0.004511
2024-04-09 23:33:00,0.004281
2024-04-09 23:34:00,0.004209
2024-04-09 23:35:00,0.004087
2024-04-09 23:36:00,0.003993
2024-04-09 23:37:00,0.003914
2024-04-09 23:38:00,0.003857
2024-04-09 23:39:00,0.003725
2024-04-09 23:40:00,0.003725
2024-04-09 23:41:00,0.003579
2024-04-09 23:42:00,0.003334
2024-04-09 23:43:00,0.00332
2024-04-09 23:44:00,0.00319
2024-04-09 23:45:00,0.003028
2024-04-09 23:46:00,0.002986
2024-04-09 23:47:00,0.002867
2024-04-09 23:48:00,0.002793
2024-04-09 23:49:00,0.002593
2024-04-09 23:50:00,0.002541
2024-04-09 23:51:00,0.00249
2024-04-09 23:52:00,0.002363
2024-04-09 23:53:00,0.002208
2024-04-09 23:54:00,0.00227
2024-04-09 23:55:00,0.002139
2024-04-09 23:56:00,0.002124
2024-04-09 23:57:00,0.002041
2024-04-09 23:58:00,0.001997
2024-04-09 23:59:00,0.001909
2024-04-10 00:00:00,0.002012
2024-04-10 00:01:00,0.001969
2024-04-10 00:02:00,0.0019
2024-04-10 00:03:00,0.001837
2024-04-10 00:04:00,0.001792
2024-04-10 00:05:00,0.001798
2024-04-10 00:06:00,0.001796
2024-04-10 00:07:00,0.001725
2024-04-10 00:08:00,0.001713
2024-04-10 00:09:00,0.001699
2024-04-10 00:10:00,0.001652
2024-04-10 00:11:00,0.001588
2024-04-10 00:12:00,0.001619
2024-04-10 00:13:00,0.001494
2024-04-10 00:14:00,0.001476
2024-04-10 00:15:00,0.001449
2024-04-10 00:16:00,0.001449
2024-04-10 00:17:00,0.001309
2024-04-10 00:18:00,0.0013
2024-04-10 00:19:00,0.001273
2024-04-10 00:20:00,0.001164
2024-04-10 00:21:00,0.001137
2024-04-10 00:22:00,0.001095
2024-04-10 00:23:00,0.001038
2024-04-10 00:24:00,0.000957
2024-04-10 00:25:00,0.000917
2024-04-10 00:26:00,0.000882
2024-04-10 00:27:00,0.000787
2024-04-10 00:28:00,0.000757
2024-04-10 00:29:00,0.000645
2024-04-10 00:30:00,0.000597
2024-04-10 00:31:00,0.000568
2024-04-10 00:32:00,0.00048
2024-04-10 00:33:00,0.000387
2024-04-10 00:34:00,0.000337
2024-04-10 00:35:00,0.000255
2024-04-10 00:36:00,0.000214
2024-04-10 00:37:00,0.000155
2024-04-10 00:38:00,0.000115
2024-04-10 00:39:00,7.7e-05
2024-04-10 00:40:00,1.7e-05
2024-04-10 00:41:00,0.0
2024-04-10 00:42:00,0.0
2024-04-10 00:43:00,0.0
2024-04-10 00:44:00,0.0
2024-04-10 00:45:00,0.0
2024-04-10 00:46:00,0.0
2024-04-10 00:47:00,0.0
2024-04-10 00:48:00,0.0
2024-04-10 00:49:00,0.0
2024-04-10 00:50:00,0.0
2024-04-10 00:51:00,0.0
2024-04-10 00:52:00,0.0
2024-04-10 00:53:00,0.0
2024-04-10 00:54:00,0.0
2024-04-10 00:55:00,0.0
2024-04-10 00:56:00,0.0
2024-04-10 00:57:00,0.0
2024-04-10 00:58:00,0.0
2024-04-10 00:59:00,0.0
2024-04-10 01:00:00,0.0
2024-04-10 01:01:00,0.0
2024-04-10 01:02:00,0.0
2024-04-10 01:03:00,0.0
2024-04-10 01:04:00,0.0
2024-04-10 01:05:00,0.0
2024-04-10 01:06:00,0.0
2024-04-10 01:07:00,0.0
2024-04-10 01:08:00,0.0
2024-04-10 01:09:00,0.0
2024-04-10 01:10:00,0.0
2024-04-10 01:11:00,0.0
2024-04-10 01:12:00,0.0
2024-04-10 01:13:00,0.0
2024-04-10 01:14:00,0.0
2024-04-10 01:15:00,0.0
2024-04-10 01:16:00,0.0
2024-04-10 01:17:00,0.0
2024-04-10 01:18:00,0.0
2024-04-10 01:19:00,0.0
2024-04-10 01:20:00,0.0
2024-04-10 01:21:00,0.0
2024-04-10 01:22:00,0.0
2024-04-10 01:23:00,0.0
2024-04-10 01:24:00,0.0
2024-04-10 01:25:00,0.0
2024-04-10 01:26:00,0.0
2024-04-10 01:27:00,0.0
2024-04-10 01:28:00,0.0
2024-04-10 01:29:00,0.0
2024-04-10 01:30:00,0.0
2024-04-10 01:31:00,0.0
2024-04-10 01:32:00,0.0
2024-04-10 01:33:00,0.0
2024-04-10 01:34:00,0.0
2024-04-10 01:35:00,0.0
2024-04-10 01:36:00,0.0
2024-04-10 01:37:00,0.0
2024-04-10 01:38:00,0.0
2024-04-10 01:39:00,0.0
2024-04-10 01:40:00,0.0
2024-04-10 01:41:00,0.0
2024-04-10 01:42:00,0.0
2024-04-10 01:43:00,0.0
2024-04-10 01:44:00,0.0
2024-04-10 01:45:00,0.0
2024-04-10 01:46:00,0.0
2024-04-10 01:47:00,0.0
2024-04-10 01:48:00,0.0
2024-04-10 01:49:00,0.0
2024-04-10 01:50:00,0.0
2024-04-10 01:51:00,0.0
2024-04-10 01:52:00,0.0
2024-04-10 01:53:00,0.0
2024-04-10 01:54:00,0.0
2024-04-10 01:55:00,0.0
2024-04-10 01:56:00,0.0
2024-04-10 01:57:00,0.0
2024-04-10 01:58:00,0.0
2024-04-10 01:59:00,0.0
2024-04-10 02:00:00,0.0
2024-04-10 02:01:00,0.0
2024-04-10 02:02:00,0.0
2024-04-10 02:03:00,0.0
2024-04-10 02:04:00,0.0
2024-04-10 02:05:00,0.0
2024-04-10 02:06:00,0.0
2024-04-10 02:07:00,0.0
2024-04-10 02:08:00,0.0
2024-04-10 02:09:00,0.0
2024-04-10 02:10:00,0.0
2024-04-10 02:11:00,0.0
2024-04-10 02:12:00,0.0
2024-04-10 02:13:00,0.0
2024-04-10 02:14:00,0.0
2024-04-10 02:15:00,0.0
2024-04-10 02:16:00,0.0
2024-04-10 02:17:00,0.0
2024-04-10 02:18:00,0.0
2024-04-10 02:19:00,0.0
2024-04-10 02:20:00,0.0
2024-04-10 02:21:00,0.0
2024-04-10 02:22:00,0.0
2024-04-10 02:23:00,0.0
2024-04-10 02:24:00,0.0
2024-04-10 02:25:00,0.0
2024-04-10 02:26:00,0.0
2024-04-10 02:27:00,0.0
2024-04-10 02:28:00,0.0
2024-04-10 02:29:00,0.0
2024-04-10 02:30:00,0.0
2024-04-10 02:31:00,0.0
2024-04-10 02:32:00,0.0
2024-04-10 02:33:00,0.0
2024-04-10 02:34:00,0.0
2024-04-10 02:35:00,0.0
2024-04-10 02:36:00,0.0
2024-04-10 02:37:00,0.0
2024-04-10 02:38:00,0.0
2024-04-10 02:39:00,0.0
2024-04-10 02:40:00,0.0
2024-04-10 02:41:00,0.0
2024-04-10 02:42:00,0.0
2024-04-10 02:43:00,0.0
2024-04-10 02:44:00,0.0
2024-04-10 02:45:00,0.0
2024-04-10 02:46:00,0.0
2024-04-10 02:47:00,0.0
2024-04-10 02:48:00,0.0
2024-04-10 02:49:00,0.0
2024-04-10 02:50:00,0.0
2024-04-10 02:51:00,0.0
2024-04-10 02:52:00,0.0
2024-04-10 02:53:00,0.0
2024-04-10 02:54:00,0.0
2024-04-10 02:55:00,0.0
2024-04-10 02:56:00,0.0
2024-04-10 02:57:00,0.0
2024-04-10 02:58:00,0.0
2024-04-10 02:59:00,0.0
2024-04-10 03:00:00,0.0
2024-04-10 03:01:00,0.0
2024-04-10 03:02:00,0.0
2024-04-10 03:03:00,0.0
2024-04-10 03:04:00,0.0
2024-04-10 03:05:00,0.0
2024-04-10 03:06:00,0.0
2024-04-10 03:07:00,0.0
2024-04-10 03:08:00,0.0
2024-04-10 03:09:00,0.0
2024-04-10 03:10:00,0.0
2024-04-10 03:11:00,0.0
2024-04-10 03:12:00,0.0
2024-04-10 03:13:00,0.0
2024-04-10 03:14:00,0.0
2024-04-10 03:15:00,0.0
2024-04-10 03:16:00,0.0
2024-04-10 03:17:00,0.0
2024-04-10 03:18:00,0.0
2024-04-10 03:19:00,0.0
2024-04-10 03:20:00,0.0
2024-04-10 03:21:00,0.0
2024-04-10 03:22:00,0.0
2024-04-10 03:23:00,0.0
2024-04-10 03:24:00,0.0
2024-04-10 03:25:00,0.0
2024-04-10 03:26:00,0.0
2024-04-10 03:27:00,0.0
2024-04-10 03:28:00,0.0
2024-04-10 03:29:00,0.0
2024-04-10 03:30:00,0.0
2024-04-10 03:31:00,0.0
2024-04-10 03:32:00,0.0
2024-04-10 03:33:00,0.0
2024-04-10 03:34:00,0.0
2024-04-10 03:35:00,0.0
2024-04-10 03:36:00,0.0
2024-04-10 03:37:00,0.0
2024-04-10 03:38:00,0.0
2024-04-10 03:39:00,0.0
2024-04-10 03:40:00,0.0
2024-04-10 03:41:00,0.0
2024-04-10 03:42:00,0.0
2024-04-10 03:43:00,0.0
2024-04-10 03:44:00,0.0
2024-04-10 03:45:00,0.0
2024-04-10 03:46:00,0.0
2024-04-10 03:47:00,0.0
2024-04-10 03:48:00,0.0
2024-04-10 03:49:00,0.0
2024-04-10 03:50:00,0.0
2024-04-10 03:51:00,0.0
2024-04-10 03:52:00,0.0
2024-04-10 03:53:00,0.0
2024-04-10 03:54:00,0.0
2024-04-10 03:55:00,0.0
2024-04-10 03:56:00,0.0
2024-04-10 03:57:00,0.0
2024-04-10 03:58:00,0.0
2024-04-10 03:59:00,0.0
2024-04-10 04:00:00,0.0
2024-04-10 04:01:00,0.0
2024-04-10 04:02:00,0.0
2024-04-10 04:03:00,0.0
2024-04-10 04:04:00,0.0
2024-04-10 04:05:00,0.0
2024-04-10 04:06:00,0.0
2024-04-10 04:07:00,0.0
2024-04-10 04:08:00,0.0
2024-04-10 04:09:00,0.0
2024-04-10 04:10:00,0.0
2024-04-10 04:11:00,0.0
2024-04-10 04:12:00,0.0
2024-04-10 04:13:00,0.0
2024-04-10 04:14:00,0.0
2024-04-10 04:15:00,0.0
2024-04-10 04:16:00,0.0
2024-04-10 04:17:00,0.0
2024-04-10 04:18:00,0.0
2024-04-10 04:19:00,0.0
2024-04-10 04:20:00,0.0
2024-04-10 04:21:00,0.0
2024-04-10 04:22:00,0.0
2024-04-10 04:23:00,0.0
2024-04-10 04:24:00,0.0
2024-04-10 04:25:00,0.0
2024-04-10 04:26:00,0.0
2024-04-10 04:27:00,0.0
2024-04-10 04:28:00,0.0
2024-04-10 04:29:00,0.0
2024-04-10 04:30:00,0.0
2024-04-10 04:31:00,0.0
2024-04-10 04:32:00,0.0
2024-04-10 04:33:00,0.0
2024-04-10 04:34:00,0.0
2024-04-10 04:35:00,0.0
2024-04-10 04:36:00,0.0
2024-04-10 04:37:00,0.0
2024-04-10 04:38:00,0.0
2024-04-10 04:39:00,0.0
2024-04-10 04:40:00,0.0
2024-04-10 04:41:00,0.0
2024-04-10 04:42:00,0.0
2024-04-10 04:43:00,0.0
2024-04-10 04:44:00,0.0
2024-04-10 04:45:00,0.0
2024-04-10 04:46:00,0.0
2024-04-10 04:47:00,0.0
2024-04-10 04:48:00,0.0
2024-04-10 04:49:00,0.0
2024-04-10 04:50:00,0.0
2024-04-10 04:51:00,0.0
2024-04-10 04:52:00,0.0
2024-04-10 04:53:00,0.0
2024-04-10 04:54:00,0.0
2024-04-10 04:55:00,0.0
2024-04-10 04:56:00,0.0
2024-04-10 04:57:00,0.0
2024-04-10 04:58:00,0.0
2024-04-10 04:59:00,0.0
2024-04-10 05:00:00,0.0
